hour,day,hour_of_day,base_load_kw,solar_gen_kw,ev_plugged_in,ev_soc_kwh,ev_capacity_kwh,ev_daily_discharge_kwh,home_battery_soc_kwh,home_battery_capacity_kwh
28,1,4,0.4426,0.0,1,6.0,60.0,12.0,5.0,10.0
29,1,5,0.442,0.0,1,6.0,60.0,12.0,5.0,10.0
30,1,6,0.4921,0.0,1,6.0,60.0,12.0,5.0,10.0
31,1,7,0.5539,0.8295,0,6.0,60.0,12.0,5.0,10.0
32,1,8,0.5069,0.6875,0,6.0,60.0,12.0,5.0,10.0
33,1,9,0.6569,1.7871,0,6.0,60.0,12.0,5.0,10.0
34,1,10,0.6273,2.9219,0,6.0,60.0,12.0,5.0,10.0
35,1,11,0.5625,3.2818,0,6.0,60.0,12.0,5.0,10.0
36,1,12,0.6686,4.2496,0,6.0,60.0,12.0,5.0,10.0
37,1,13,0.6725,4.7155,0,6.0,60.0,12.0,5.0,10.0
38,1,14,0.7339,4.3185,0,6.0,60.0,12.0,5.0,10.0
39,1,15,0.539,3.2085,0,6.0,60.0,12.0,5.0,10.0
40,1,16,0.5656,2.9421,0,6.0,60.0,12.0,5.0,10.0
41,1,17,0.4284,2.7894,0,6.0,60.0,12.0,5.0,10.0
42,1,18,0.4833,1.7411,1,6.0,60.0,12.0,5.0,10.0
43,1,19,0.4837,0.5857,1,6.0,60.0,12.0,5.0,10.0
44,1,20,0.4818,0.0,1,6.0,60.0,12.0,5.0,10.0
45,1,21,0.4009,0.0,1,6.0,60.0,12.0,5.0,10.0
46,1,22,0.4396,0.0,1,6.0,60.0,12.0,5.0,10.0
47,1,23,0.3663,0.0,1,6.0,60.0,12.0,5.0,10.0
48,2,0,0.3443,0.0,1,6.0,60.0,12.0,5.0,10.0
49,2,1,0.324,0.0,1,6.0,60.0,12.0,5.0,10.0
50,2,2,0.3224,0.0,1,6.0,60.0,12.0,5.0,10.0
51,2,3,0.3794,0.0,1,6.0,60.0,12.0,5.0,10.0
52,2,4,0.458,0.0,1,6.0,60.0,12.0,5.0,10.0
53,2,5,0.4502,0.0,1,6.0,60.0,12.0,5.0,10.0
54,2,6,0.5506,0.0,1,6.0,60.0,12.0,5.0,10.0
55,2,7,0.4999,0.429,0,6.0,60.0,12.0,5.0,10.0
56,2,8,0.6655,1.9567,0,6.0,60.0,12.0,5.0,10.0
57,2,9,0.622,2.0128,0,6.0,60.0,12.0,5.0,10.0
58,2,10,0.56,2.6658,0,6.0,60.0,12.0,5.0,10.0
59,2,11,0.6382,2.1899,0,6.0,60.0,12.0,5.0,10.0
60,2,12,0.6346,3.9204,0,6.0,60.0,12.0,5.0,10.0
61,2,13,0.666,3.7833,0,6.0,60.0,12.0,5.0,10.0
62,2,14,0.626,1.9908,0,6.0,60.0,12.0,5.0,10.0
63,2,15,0.7111,2.7133,0,6.0,60.0,12.0,5.0,10.0
64,2,16,0.6226,3.1871,0,6.0,60.0,12.0,5.0,10.0
65,2,17,0.4753,2.4589,0,6.0,60.0,12.0,5.0,10.0
66,2,18,0.5375,2.0948,1,6.0,60.0,12.0,5.0,10.0
67,2,19,0.4071,0.6452,1,6.0,60.0,12.0,5.0,10.0
68,2,20,0.3819,0.0,1,6.0,60.0,12.0,5.0,10.0
69,2,21,0.3682,0.0,1,6.0,60.0,12.0,5.0,10.0
70,2,22,0.3728,0.0,1,6.0,60.0,12.0,5.0,10.0
71,2,23,0.4075,0.0,1,6.0,60.0,12.0,5.0,10.0
72,3,0,0.3874,0.0,1,6.0,60.0,12.0,5.0,10.0
73,3,1,0.3499,0.0,1,6.0,60.0,12.0,5.0,10.0
74,3,2,0.3655,0.0,1,6.0,60.0,12.0,5.0,10.0
75,3,3,0.4272,0.0,1,6.0,60.0,12.0,5.0,10.0
76,3,4,0.4485,0.0,1,6.0,60.0,12.0,5.0,10.0
77,3,5,0.4401,0.0,1,6.0,60.0,12.0,5.0,10.0
78,3,6,0.4199,0.0,1,6.0,60.0,12.0,5.0,10.0
79,3,7,0.4627,0.5833,0,6.0,60.0,12.0,5.0,10.0
80,3,8,0.6154,1.5514,0,6.0,60.0,12.0,5.0,10.0
81,3,9,0.5634,1.8429,0,6.0,60.0,12.0,5.0,10.0
82,3,10,0.6627,2.2664,0,6.0,60.0,12.0,5.0,10.0
83,3,11,0.5613,3.1352,0,6.0,60.0,12.0,5.0,10.0
84,3,12,0.6315,2.723,0,6.0,60.0,12.0,5.0,10.0
85,3,13,0.5953,4.5565,0,6.0,60.0,12.0,5.0,10.0
86,3,14,0.5366,2.4639,0,6.0,60.0,12.0,5.0,10.0
87,3,15,0.5223,3.1647,0,6.0,60.0,12.0,5.0,10.0
88,3,16,0.4697,3.39,0,6.0,60.0,12.0,5.0,10.0
89,3,17,0.5036,2.2649,0,6.0,60.0,12.0,5.0,10.0
90,3,18,0.566,1.1586,1,6.0,60.0,12.0,5.0,10.0
91,3,19,0.5126,0.8008,1,6.0,60.0,12.0,5.0,10.0
92,3,20,0.5133,0.0,1,6.0,60.0,12.0,5.0,10.0
93,3,21,0.4071,0.0,1,6.0,60.0,12.0,5.0,10.0
94,3,22,0.2934,0.0,1,6.0,60.0,12.0,5.0,10.0
95,3,23,0.3944,0.0,1,6.0,60.0,12.0,5.0,10.0
96,4,0,0.3565,0.0,1,6.0,60.0,12.0,5.0,10.0
97,4,1,0.3553,0.0,1,6.0,60.0,12.0,5.0,10.0
98,4,2,0.3916,0.0,1,6.0,60.0,12.0,5.0,10.0
99,4,3,0.3604,0.0,1,6.0,60.0,12.0,5.0,10.0
100,4,4,0.4443,0.0,1,6.0,60.0,12.0,5.0,10.0
101,4,5,0.3694,0.0,1,6.0,60.0,12.0,5.0,10.0
102,4,6,0.4249,0.0,1,6.0,60.0,12.0,5.0,10.0
103,4,7,0.4547,0.8037,0,6.0,60.0,12.0,5.0,10.0
104,4,8,0.5948,1.4489,0,6.0,60.0,12.0,5.0,10.0
105,4,9,0.5473,2.1103,0,6.0,60.0,12.0,5.0,10.0
106,4,10,0.602,3.1626,0,6.0,60.0,12.0,5.0,10.0
107,4,11,0.6216,2.5075,0,6.0,60.0,12.0,5.0,10.0
108,4,12,0.6914,4.752,0,6.0,60.0,12.0,5.0,10.0
109,4,13,0.5361,3.4096,0,6.0,60.0,12.0,5.0,10.0
110,4,14,0.6199,3.1689,0,6.0,60.0,12.0,5.0,10.0
111,4,15,0.6294,2.2636,0,6.0,60.0,12.0,5.0,10.0
112,4,16,0.5573,3.3649,0,6.0,60.0,12.0,5.0,10.0
113,4,17,0.5111,1.8202,0,6.0,60.0,12.0,5.0,10.0
114,4,18,0.4617,1.7883,1,6.0,60.0,12.0,5.0,10.0
115,4,19,0.4865,0.8488,1,6.0,60.0,12.0,5.0,10.0
116,4,20,0.3868,0.0,1,6.0,60.0,12.0,5.0,10.0
117,4,21,0.384,0.0,1,6.0,60.0,12.0,5.0,10.0
118,4,22,0.3304,0.0,1,6.0,60.0,12.0,5.0,10.0
119,4,23,0.3635,0.0,1,6.0,60.0,12.0,5.0,10.0
120,5,0,0.2922,0.0,1,6.0,60.0,12.0,5.0,10.0
121,5,1,0.3637,0.0,1,6.0,60.0,12.0,5.0,10.0
122,5,2,0.3469,0.0,1,6.0,60.0,12.0,5.0,10.0
123,5,3,0.3275,0.0,1,6.0,60.0,12.0,5.0,10.0
124,5,4,0.444,0.0,1,6.0,60.0,12.0,5.0,10.0
125,5,5,0.4329,0.0,1,6.0,60.0,12.0,5.0,10.0
126,5,6,0.469,0.0,1,6.0,60.0,12.0,5.0,10.0
127,5,7,0.4828,0.1467,0,6.0,60.0,12.0,5.0,10.0
128,5,8,0.4636,1.6,0,6.0,60.0,12.0,5.0,10.0
129,5,9,0.6412,2.1276,0,6.0,60.0,12.0,5.0,10.0
130,5,10,0.6407,2.3656,0,6.0,60.0,12.0,5.0,10.0
131,5,11,0.5629,2.7147,0,6.0,60.0,12.0,5.0,10.0
132,5,12,0.6387,3.825,0,6.0,60.0,12.0,5.0,10.0
133,5,13,0.5888,3.989,0,6.0,60.0,12.0,5.0,10.0
134,5,14,0.6288,3.1957,0,6.0,60.0,12.0,5.0,10.0
135,5,15,0.5081,3.3292,0,6.0,60.0,12.0,5.0,10.0
136,5,16,0.4993,1.9108,0,6.0,60.0,12.0,5.0,10.0
137,5,17,0.5597,1.9423,0,6.0,60.0,12.0,5.0,10.0
138,5,18,0.4739,1.2268,1,6.0,60.0,12.0,5.0,10.0
139,5,19,0.44,0.8184,1,6.0,60.0,12.0,5.0,10.0
140,5,20,0.3293,0.0,1,6.0,60.0,12.0,5.0,10.0
141,5,21,0.3579,0.0,1,6.0,60.0,12.0,5.0,10.0
142,5,22,0.368,0.0,1,6.0,60.0,12.0,5.0,10.0
143,5,23,0.3472,0.0,1,6.0,60.0,12.0,5.0,10.0
144,6,0,0.3496,0.0,1,6.0,60.0,12.0,5.0,10.0
145,6,1,0.3426,0.0,1,6.0,60.0,12.0,5.0,10.0
146,6,2,0.3147,0.0,1,6.0,60.0,12.0,5.0,10.0
147,6,3,0.349,0.0,1,6.0,60.0,12.0,5.0,10.0
148,6,4,0.417,0.0,1,6.0,60.0,12.0,5.0,10.0
149,6,5,0.3865,0.0,1,6.0,60.0,12.0,5.0,10.0
150,6,6,0.407,0.0,1,6.0,60.0,12.0,5.0,10.0
151,6,7,0.5188,0.7738,0,6.0,60.0,12.0,5.0,10.0
152,6,8,0.6928,2.0157,0,6.0,60.0,12.0,5.0,10.0
153,6,9,0.6448,2.1322,0,6.0,60.0,12.0,5.0,10.0
154,6,10,0.67,2.947,0,6.0,60.0,12.0,5.0,10.0
155,6,11,0.5624,3.1268,0,6.0,60.0,12.0,5.0,10.0
156,6,12,0.7378,4.3089,0,6.0,60.0,12.0,5.0,10.0
157,6,13,0.6488,3.016,0,6.0,60.0,12.0,5.0,10.0
158,6,14,0.6862,3.5644,0,6.0,60.0,12.0,5.0,10.0
159,6,15,0.5405,4.0256,0,6.0,60.0,12.0,5.0,10.0
160,6,16,0.5975,1.3635,0,6.0,60.0,12.0,5.0,10.0
161,6,17,0.5941,2.7562,0,6.0,60.0,12.0,5.0,10.0
162,6,18,0.519,1.8278,1,6.0,60.0,12.0,5.0,10.0
163,6,19,0.4465,0.9278,1,6.0,60.0,12.0,5.0,10.0
164,6,20,0.4036,0.0,1,6.0,60.0,12.0,5.0,10.0
165,6,21,0.4047,0.0,1,6.0,60.0,12.0,5.0,10.0
166,6,22,0.3819,0.0,1,6.0,60.0,12.0,5.0,10.0
167,6,23,0.3562,0.0,1,6.0,60.0,12.0,5.0,10.0
168,7,0,0.3367,0.0,1,6.0,60.0,12.0,5.0,10.0
169,7,1,0.4204,0.0,1,6.0,60.0,12.0,5.0,10.0
170,7,2,0.3666,0.0,1,6.0,60.0,12.0,5.0,10.0
171,7,3,0.3661,0.0,1,6.0,60.0,12.0,5.0,10.0
172,7,4,0.4263,0.0,1,6.0,60.0,12.0,5.0,10.0
173,7,5,0.3718,0.0,1,6.0,60.0,12.0,5.0,10.0
174,7,6,0.5042,0.0,1,6.0,60.0,12.0,5.0,10.0
175,7,7,0.5073,0.9694,0,6.0,60.0,12.0,5.0,10.0
176,7,8,0.5786,1.0866,0,6.0,60.0,12.0,5.0,10.0
177,7,9,0.5998,1.8363,0,6.0,60.0,12.0,5.0,10.0
178,7,10,0.5561,1.6057,0,6.0,60.0,12.0,5.0,10.0
179,7,11,0.4836,2.8888,0,6.0,60.0,12.0,5.0,10.0
180,7,12,0.6525,3.9538,0,6.0,60.0,12.0,5.0,10.0
181,7,13,0.6758,2.6746,0,6.0,60.0,12.0,5.0,10.0
182,7,14,0.7299,3.4723,0,6.0,60.0,12.0,5.0,10.0
183,7,15,0.6103,2.468,0,6.0,60.0,12.0,5.0,10.0
184,7,16,0.5392,2.4414,0,6.0,60.0,12.0,5.0,10.0
185,7,17,0.6123,2.1251,0,6.0,60.0,12.0,5.0,10.0
186,7,18,0.4714,1.622,1,6.0,60.0,12.0,5.0,10.0
187,7,19,0.4505,0.7522,1,6.0,60.0,12.0,5.0,10.0
188,7,20,0.495,0.0,1,6.0,60.0,12.0,5.0,10.0
189,7,21,0.431,0.0,1,6.0,60.0,12.0,5.0,10.0
190,7,22,0.4145,0.0,1,6.0,60.0,12.0,5.0,10.0
191,7,23,0.3687,0.0,1,6.0,60.0,12.0,5.0,10.0
192,8,0,0.3093,0.0,1,6.0,60.0,12.0,5.0,10.0
193,8,1,0.355,0.0,1,6.0,60.0,12.0,5.0,10.0
194,8,2,0.366,0.0,1,6.0,60.0,12.0,5.0,10.0
195,8,3,0.4303,0.0,1,6.0,60.0,12.0,5.0,10.0
196,8,4,0.4512,0.0,1,6.0,60.0,12.0,5.0,10.0
197,8,5,0.3958,0.0,1,6.0,60.0,12.0,5.0,10.0
198,8,6,0.5368,0.0,1,6.0,60.0,12.0,5.0,10.0
199,8,7,0.5225,0.5083,0,6.0,60.0,12.0,5.0,10.0
200,8,8,0.6506,1.3177,0,6.0,60.0,12.0,5.0,10.0
201,8,9,0.614,2.7505,0,6.0,60.0,12.0,5.0,10.0
202,8,10,0.6698,2.481,0,6.0,60.0,12.0,5.0,10.0
203,8,11,0.6937,2.5329,0,6.0,60.0,12.0,5.0,10.0
204,8,12,0.5424,2.9904,0,6.0,60.0,12.0,5.0,10.0
205,8,13,0.6232,3.7213,0,6.0,60.0,12.0,5.0,10.0
206,8,14,0.6687,2.1979,0,6.0,60.0,12.0,5.0,10.0
207,8,15,0.678,3.0772,0,6.0,60.0,12.0,5.0,10.0
208,8,16,0.5749,2.7692,0,6.0,60.0,12.0,5.0,10.0
209,8,17,0.4874,2.4866,0,6.0,60.0,12.0,5.0,10.0
210,8,18,0.457,1.811,1,6.0,60.0,12.0,5.0,10.0
211,8,19,0.4039,0.4111,1,6.0,60.0,12.0,5.0,10.0
212,8,20,0.4876,0.0,1,6.0,60.0,12.0,5.0,10.0
213,8,21,0.3879,0.0,1,6.0,60.0,12.0,5.0,10.0
214,8,22,0.3679,0.0,1,6.0,60.0,12.0,5.0,10.0
215,8,23,0.3481,0.0,1,6.0,60.0,12.0,5.0,10.0
216,9,0,0.3579,0.0,1,6.0,60.0,12.0,5.0,10.0
217,9,1,0.3638,0.0,1,6.0,60.0,12.0,5.0,10.0
218,9,2,0.355,0.0,1,6.0,60.0,12.0,5.0,10.0
219,9,3,0.3705,0.0,1,6.0,60.0,12.0,5.0,10.0
220,9,4,0.4771,0.0,1,6.0,60.0,12.0,5.0,10.0
221,9,5,0.5133,0.0,1,6.0,60.0,12.0,5.0,10.0
222,9,6,0.535,0.0,1,6.0,60.0,12.0,5.0,10.0
223,9,7,0.619,0.8334,0,6.0,60.0,12.0,5.0,10.0
224,9,8,0.5795,1.6871,0,6.0,60.0,12.0,5.0,10.0
225,9,9,0.6334,2.4066,0,6.0,60.0,12.0,5.0,10.0
226,9,10,0.6129,3.4221,0,6.0,60.0,12.0,5.0,10.0
227,9,11,0.5872,2.2412,0,6.0,60.0,12.0,5.0,10.0
228,9,12,0.7337,3.6823,0,6.0,60.0,12.0,5.0,10.0
229,9,13,0.7557,2.6919,0,6.0,60.0,12.0,5.0,10.0
230,9,14,0.6734,3.0801,0,6.0,60.0,12.0,5.0,10.0
231,9,15,0.6172,3.9263,0,6.0,60.0,12.0,5.0,10.0
232,9,16,0.5814,3.8413,0,6.0,60.0,12.0,5.0,10.0
233,9,17,0.4749,2.8424,0,6.0,60.0,12.0,5.0,10.0
234,9,18,0.457,1.9773,1,6.0,60.0,12.0,5.0,10.0
235,9,19,0.4082,0.7858,1,6.0,60.0,12.0,5.0,10.0
236,9,20,0.357,0.0,1,6.0,60.0,12.0,5.0,10.0
237,9,21,0.3419,0.0,1,6.0,60.0,12.0,5.0,10.0
238,9,22,0.3192,0.0,1,6.0,60.0,12.0,5.0,10.0
239,9,23,0.4095,0.0,1,6.0,60.0,12.0,5.0,10.0
240,10,0,0.4186,0.0,1,6.0,60.0,12.0,5.0,10.0
241,10,1,0.3081,0.0,1,6.0,60.0,12.0,5.0,10.0
242,10,2,0.3451,0.0,1,6.0,60.0,12.0,5.0,10.0
243,10,3,0.4289,0.0,1,6.0,60.0,12.0,5.0,10.0
244,10,4,0.3664,0.0,1,6.0,60.0,12.0,5.0,10.0
245,10,5,0.4591,0.0,1,6.0,60.0,12.0,5.0,10.0
246,10,6,0.5262,0.0,1,6.0,60.0,12.0,5.0,10.0
247,10,7,0.5092,0.6641,0,6.0,60.0,12.0,5.0,10.0
248,10,8,0.5294,1.3995,0,6.0,60.0,12.0,5.0,10.0
249,10,9,0.6835,2.2595,0,6.0,60.0,12.0,5.0,10.0
250,10,10,0.6342,2.8334,0,6.0,60.0,12.0,5.0,10.0
251,10,11,0.7073,3.6386,0,6.0,60.0,12.0,5.0,10.0
252,10,12,0.6091,2.7467,0,6.0,60.0,12.0,5.0,10.0
253,10,13,0.7093,4.0441,0,6.0,60.0,12.0,5.0,10.0
254,10,14,0.6226,2.6193,0,6.0,60.0,12.0,5.0,10.0
255,10,15,0.6992,3.5842,0,6.0,60.0,12.0,5.0,10.0
256,10,16,0.5763,2.4048,0,6.0,60.0,12.0,5.0,10.0
257,10,17,0.6031,0.997,0,6.0,60.0,12.0,5.0,10.0
258,10,18,0.5125,0.6234,1,6.0,60.0,12.0,5.0,10.0
259,10,19,0.469,1.0696,1,6.0,60.0,12.0,5.0,10.0
260,10,20,0.4609,0.0,1,6.0,60.0,12.0,5.0,10.0
261,10,21,0.396,0.0,1,6.0,60.0,12.0,5.0,10.0
262,10,22,0.2783,0.0,1,6.0,60.0,12.0,5.0,10.0
263,10,23,0.3132,0.0,1,6.0,60.0,12.0,5.0,10.0
264,11,0,0.4143,0.0,1,6.0,60.0,12.0,5.0,10.0
265,11,1,0.3281,0.0,1,6.0,60.0,12.0,5.0,10.0
266,11,2,0.4059,0.0,1,6.0,60.0,12.0,5.0,10.0
267,11,3,0.32,0.0,1,6.0,60.0,12.0,5.0,10.0
268,11,4,0.504,0.0,1,6.0,60.0,12.0,5.0,10.0
269,11,5,0.4244,0.0,1,6.0,60.0,12.0,5.0,10.0
270,11,6,0.6155,0.0,1,6.0,60.0,12.0,5.0,10.0
271,11,7,0.5252,0.8173,0,6.0,60.0,12.0,5.0,10.0
272,11,8,0.6018,1.6619,0,6.0,60.0,12.0,5.0,10.0
273,11,9,0.5832,2.1665,0,6.0,60.0,12.0,5.0,10.0
274,11,10,0.6536,1.5876,0,6.0,60.0,12.0,5.0,10.0
275,11,11,0.5472,4.2905,0,6.0,60.0,12.0,5.0,10.0
276,11,12,0.6737,3.6195,0,6.0,60.0,12.0,5.0,10.0
277,11,13,0.724,1.7805,0,6.0,60.0,12.0,5.0,10.0
278,11,14,0.6358,3.8375,0,6.0,60.0,12.0,5.0,10.0
279,11,15,0.5653,3.5457,0,6.0,60.0,12.0,5.0,10.0
280,11,16,0.6821,2.7637,0,6.0,60.0,12.0,5.0,10.0
281,11,17,0.6025,2.4408,0,6.0,60.0,12.0,5.0,10.0
282,11,18,0.5347,1.6487,1,6.0,60.0,12.0,5.0,10.0
283,11,19,0.4419,0.8287,1,6.0,60.0,12.0,5.0,10.0
284,11,20,0.3888,0.0,1,6.0,60.0,12.0,5.0,10.0
285,11,21,0.3854,0.0,1,6.0,60.0,12.0,5.0,10.0
286,11,22,0.3364,0.0,1,6.0,60.0,12.0,5.0,10.0
287,11,23,0.3455,0.0,1,6.0,60.0,12.0,5.0,10.0
288,12,0,0.3471,0.0,1,6.0,60.0,12.0,5.0,10.0
289,12,1,0.3315,0.0,1,6.0,60.0,12.0,5.0,10.0
290,12,2,0.3808,0.0,1,6.0,60.0,12.0,5.0,10.0
291,12,3,0.3811,0.0,1,6.0,60.0,12.0,5.0,10.0
292,12,4,0.4201,0.0,1,6.0,60.0,12.0,5.0,10.0
293,12,5,0.5056,0.0,1,6.0,60.0,12.0,5.0,10.0
294,12,6,0.502,0.0,1,6.0,60.0,12.0,5.0,10.0
295,12,7,0.5447,0.9316,0,6.0,60.0,12.0,5.0,10.0
296,12,8,0.4912,1.3572,0,6.0,60.0,12.0,5.0,10.0
297,12,9,0.613,2.7054,0,6.0,60.0,12.0,5.0,10.0
298,12,10,0.5434,3.3043,0,6.0,60.0,12.0,5.0,10.0
299,12,11,0.6047,3.6789,0,6.0,60.0,12.0,5.0,10.0
300,12,12,0.5752,4.1929,0,6.0,60.0,12.0,5.0,10.0
301,12,13,0.7303,3.4663,0,6.0,60.0,12.0,5.0,10.0
302,12,14,0.6272,4.1733,0,6.0,60.0,12.0,5.0,10.0
303,12,15,0.6603,1.9896,0,6.0,60.0,12.0,5.0,10.0
304,12,16,0.6504,3.4711,0,6.0,60.0,12.0,5.0,10.0
305,12,17,0.5262,1.7171,0,6.0,60.0,12.0,5.0,10.0
306,12,18,0.4915,0.7831,1,6.0,60.0,12.0,5.0,10.0
307,12,19,0.5064,0.8723,1,6.0,60.0,12.0,5.0,10.0
308,12,20,0.3533,0.0,1,6.0,60.0,12.0,5.0,10.0
309,12,21,0.4033,0.0,1,6.0,60.0,12.0,5.0,10.0
310,12,22,0.3404,0.0,1,6.0,60.0,12.0,5.0,10.0
311,12,23,0.3345,0.0,1,6.0,60.0,12.0,5.0,10.0
312,13,0,0.377,0.0,1,6.0,60.0,12.0,5.0,10.0
313,13,1,0.3261,0.0,1,6.0,60.0,12.0,5.0,10.0
314,13,2,0.3761,0.0,1,6.0,60.0,12.0,5.0,10.0
315,13,3,0.4074,0.0,1,6.0,60.0,12.0,5.0,10.0
316,13,4,0.4687,0.0,1,6.0,60.0,12.0,5.0,10.0
317,13,5,0.4866,0.0,1,6.0,60.0,12.0,5.0,10.0
318,13,6,0.5471,0.0,1,6.0,60.0,12.0,5.0,10.0
319,13,7,0.5295,0.6499,0,6.0,60.0,12.0,5.0,10.0
320,13,8,0.5887,1.8416,0,6.0,60.0,12.0,5.0,10.0
321,13,9,0.6827,1.0938,0,6.0,60.0,12.0,5.0,10.0
322,13,10,0.6422,2.6223,0,6.0,60.0,12.0,5.0,10.0
323,13,11,0.6421,2.9896,0,6.0,60.0,12.0,5.0,10.0
324,13,12,0.5345,3.3204,0,6.0,60.0,12.0,5.0,10.0
325,13,13,0.694,3.4072,0,6.0,60.0,12.0,5.0,10.0
326,13,14,0.7301,4.4437,0,6.0,60.0,12.0,5.0,10.0
327,13,15,0.6149,2.5669,0,6.0,60.0,12.0,5.0,10.0
328,13,16,0.631,3.6034,0,6.0,60.0,12.0,5.0,10.0
329,13,17,0.4087,2.4363,0,6.0,60.0,12.0,5.0,10.0
330,13,18,0.5585,1.7285,1,6.0,60.0,12.0,5.0,10.0
331,13,19,0.4859,1.0202,1,6.0,60.0,12.0,5.0,10.0
332,13,20,0.3502,0.0,1,6.0,60.0,12.0,5.0,10.0
333,13,21,0.3899,0.0,1,6.0,60.0,12.0,5.0,10.0
334,13,22,0.3442,0.0,1,6.0,60.0,12.0,5.0,10.0
335,13,23,0.347,0.0,1,6.0,60.0,12.0,5.0,10.0
336,14,0,0.3402,0.0,1,6.0,60.0,12.0,5.0,10.0
337,14,1,0.3324,0.0,1,6.0,60.0,12.0,5.0,10.0
338,14,2,0.4024,0.0,1,6.0,60.0,12.0,5.0,10.0
339,14,3,0.373,0.0,1,6.0,60.0,12.0,5.0,10.0
340,14,4,0.3511,0.0,1,6.0,60.0,12.0,5.0,10.0
341,14,5,0.3539,0.0,1,6.0,60.0,12.0,5.0,10.0
342,14,6,0.5512,0.0,1,6.0,60.0,12.0,5.0,10.0
343,14,7,0.5327,0.8155,0,6.0,60.0,12.0,5.0,10.0
344,14,8,0.6099,1.8282,0,6.0,60.0,12.0,5.0,10.0
345,14,9,0.7226,2.8448,0,6.0,60.0,12.0,5.0,10.0
346,14,10,0.6345,2.9115,0,6.0,60.0,12.0,5.0,10.0
347,14,11,0.5519,4.0081,0,6.0,60.0,12.0,5.0,10.0
348,14,12,0.5967,2.5728,0,6.0,60.0,12.0,5.0,10.0
349,14,13,0.5603,4.2963,0,6.0,60.0,12.0,5.0,10.0
350,14,14,0.5989,4.2617,0,6.0,60.0,12.0,5.0,10.0
351,14,15,0.5718,2.6997,0,6.0,60.0,12.0,5.0,10.0
352,14,16,0.5157,3.3227,0,6.0,60.0,12.0,5.0,10.0
353,14,17,0.4819,2.6065,0,6.0,60.0,12.0,5.0,10.0
354,14,18,0.4541,1.9824,1,6.0,60.0,12.0,5.0,10.0
355,14,19,0.4645,0.4462,1,6.0,60.0,12.0,5.0,10.0
356,14,20,0.3678,0.0,1,6.0,60.0,12.0,5.0,10.0
357,14,21,0.3977,0.0,1,6.0,60.0,12.0,5.0,10.0
358,14,22,0.3813,0.0,1,6.0,60.0,12.0,5.0,10.0
359,14,23,0.3444,0.0,1,6.0,60.0,12.0,5.0,10.0
360,15,0,0.3303,0.0,1,6.0,60.0,12.0,5.0,10.0
361,15,1,0.3406,0.0,1,6.0,60.0,12.0,5.0,10.0
362,15,2,0.3716,0.0,1,6.0,60.0,12.0,5.0,10.0
363,15,3,0.3757,0.0,1,6.0,60.0,12.0,5.0,10.0
364,15,4,0.3354,0.0,1,6.0,60.0,12.0,5.0,10.0
365,15,5,0.4923,0.0,1,6.0,60.0,12.0,5.0,10.0
366,15,6,0.5374,0.0,1,6.0,60.0,12.0,5.0,10.0
367,15,7,0.5436,0.6006,0,6.0,60.0,12.0,5.0,10.0
368,15,8,0.5412,2.005,0,6.0,60.0,12.0,5.0,10.0
