hour,day,hour_of_day,base_load_kw,solar_gen_kw,ev_plugged_in,ev_soc_kwh,ev_capacity_kwh,ev_daily_discharge_kwh,home_battery_soc_kwh,home_battery_capacity_kwh
50,2,2,0.3695,0.0,1,6.0,60.0,12.0,5.0,10.0
51,2,3,0.4189,0.0,1,6.0,60.0,12.0,5.0,10.0
52,2,4,0.4692,0.0,1,6.0,60.0,12.0,5.0,10.0
53,2,5,0.4849,0.0,1,6.0,60.0,12.0,5.0,10.0
54,2,6,0.4945,0.0,1,6.0,60.0,12.0,5.0,10.0
55,2,7,0.4538,0.5098,0,6.0,60.0,12.0,5.0,10.0
56,2,8,0.638,1.7054,0,6.0,60.0,12.0,5.0,10.0
57,2,9,0.5183,2.224,0,6.0,60.0,12.0,5.0,10.0
58,2,10,0.7439,0.5423,0,6.0,60.0,12.0,5.0,10.0
59,2,11,0.6002,2.1994,0,6.0,60.0,12.0,5.0,10.0
60,2,12,0.564,3.3301,0,6.0,60.0,12.0,5.0,10.0
61,2,13,0.6825,3.7136,0,6.0,60.0,12.0,5.0,10.0
62,2,14,0.6854,3.9541,0,6.0,60.0,12.0,5.0,10.0
63,2,15,0.5418,4.3005,0,6.0,60.0,12.0,5.0,10.0
64,2,16,0.4479,3.7393,0,6.0,60.0,12.0,5.0,10.0
65,2,17,0.483,2.6156,0,6.0,60.0,12.0,5.0,10.0
66,2,18,0.5563,1.7537,1,6.0,60.0,12.0,5.0,10.0
67,2,19,0.4784,0.62,1,6.0,60.0,12.0,5.0,10.0
68,2,20,0.4452,0.0,1,6.0,60.0,12.0,5.0,10.0
69,2,21,0.4057,0.0,1,6.0,60.0,12.0,5.0,10.0
70,2,22,0.3427,0.0,1,6.0,60.0,12.0,5.0,10.0
71,2,23,0.3234,0.0,1,6.0,60.0,12.0,5.0,10.0
72,3,0,0.2992,0.0,1,6.0,60.0,12.0,5.0,10.0
73,3,1,0.3247,0.0,1,6.0,60.0,12.0,5.0,10.0
74,3,2,0.3941,0.0,1,6.0,60.0,12.0,5.0,10.0
75,3,3,0.3483,0.0,1,6.0,60.0,12.0,5.0,10.0
76,3,4,0.4683,0.0,1,6.0,60.0,12.0,5.0,10.0
77,3,5,0.4183,0.0,1,6.0,60.0,12.0,5.0,10.0
78,3,6,0.5709,0.0,1,6.0,60.0,12.0,5.0,10.0
79,3,7,0.4897,0.512,0,6.0,60.0,12.0,5.0,10.0
80,3,8,0.5785,1.1938,0,6.0,60.0,12.0,5.0,10.0
81,3,9,0.5877,2.3185,0,6.0,60.0,12.0,5.0,10.0
82,3,10,0.5801,2.7365,0,6.0,60.0,12.0,5.0,10.0
83,3,11,0.7069,3.4618,0,6.0,60.0,12.0,5.0,10.0
84,3,12,0.6895,3.0504,0,6.0,60.0,12.0,5.0,10.0
85,3,13,0.6487,2.9183,0,6.0,60.0,12.0,5.0,10.0
86,3,14,0.6316,2.9561,0,6.0,60.0,12.0,5.0,10.0
87,3,15,0.5917,3.15,0,6.0,60.0,12.0,5.0,10.0
88,3,16,0.5779,3.1866,0,6.0,60.0,12.0,5.0,10.0
89,3,17,0.6212,1.3712,0,6.0,60.0,12.0,5.0,10.0
90,3,18,0.5717,1.57,1,6.0,60.0,12.0,5.0,10.0
91,3,19,0.4077,0.6998,1,6.0,60.0,12.0,5.0,10.0
92,3,20,0.4045,0.0,1,6.0,60.0,12.0,5.0,10.0
93,3,21,0.3576,0.0,1,6.0,60.0,12.0,5.0,10.0
94,3,22,0.4292,0.0,1,6.0,60.0,12.0,5.0,10.0
95,3,23,0.2929,0.0,1,6.0,60.0,12.0,5.0,10.0
96,4,0,0.3283,0.0,1,6.0,60.0,12.0,5.0,10.0
97,4,1,0.2922,0.0,1,6.0,60.0,12.0,5.0,10.0
98,4,2,0.3184,0.0,1,6.0,60.0,12.0,5.0,10.0
99,4,3,0.4292,0.0,1,6.0,60.0,12.0,5.0,10.0
100,4,4,0.454,0.0,1,6.0,60.0,12.0,5.0,10.0
101,4,5,0.4865,0.0,1,6.0,60.0,12.0,5.0,10.0
102,4,6,0.5026,0.0,1,6.0,60.0,12.0,5.0,10.0
103,4,7,0.4851,1.0041,0,6.0,60.0,12.0,5.0,10.0
104,4,8,0.5518,1.8303,0,6.0,60.0,12.0,5.0,10.0
105,4,9,0.5998,2.7248,0,6.0,60.0,12.0,5.0,10.0
106,4,10,0.685,2.847,0,6.0,60.0,12.0,5.0,10.0
107,4,11,0.677,3.1673,0,6.0,60.0,12.0,5.0,10.0
108,4,12,0.6308,4.6497,0,6.0,60.0,12.0,5.0,10.0
109,4,13,0.7376,2.1641,0,6.0,60.0,12.0,5.0,10.0
110,4,14,0.6818,3.74,0,6.0,60.0,12.0,5.0,10.0
111,4,15,0.53,2.838,0,6.0,60.0,12.0,5.0,10.0
112,4,16,0.6015,3.2328,0,6.0,60.0,12.0,5.0,10.0
113,4,17,0.55,2.8263,0,6.0,60.0,12.0,5.0,10.0
114,4,18,0.5865,1.6499,1,6.0,60.0,12.0,5.0,10.0
115,4,19,0.4997,0.9199,1,6.0,60.0,12.0,5.0,10.0
116,4,20,0.3977,0.0,1,6.0,60.0,12.0,5.0,10.0
117,4,21,0.4207,0.0,1,6.0,60.0,12.0,5.0,10.0
118,4,22,0.4022,0.0,1,6.0,60.0,12.0,5.0,10.0
119,4,23,0.3002,0.0,1,6.0,60.0,12.0,5.0,10.0
120,5,0,0.382,0.0,1,6.0,60.0,12.0,5.0,10.0
121,5,1,0.2826,0.0,1,6.0,60.0,12.0,5.0,10.0
122,5,2,0.3394,0.0,1,6.0,60.0,12.0,5.0,10.0
123,5,3,0.3562,0.0,1,6.0,60.0,12.0,5.0,10.0
124,5,4,0.449,0.0,1,6.0,60.0,12.0,5.0,10.0
125,5,5,0.4117,0.0,1,6.0,60.0,12.0,5.0,10.0
126,5,6,0.4981,0.0,1,6.0,60.0,12.0,5.0,10.0
127,5,7,0.5368,0.9461,0,6.0,60.0,12.0,5.0,10.0
128,5,8,0.6345,0.9092,0,6.0,60.0,12.0,5.0,10.0
129,5,9,0.6168,2.341,0,6.0,60.0,12.0,5.0,10.0
130,5,10,0.7194,2.2388,0,6.0,60.0,12.0,5.0,10.0
131,5,11,0.6918,1.6403,0,6.0,60.0,12.0,5.0,10.0
132,5,12,0.7758,4.3541,0,6.0,60.0,12.0,5.0,10.0
133,5,13,0.5004,2.603,0,6.0,60.0,12.0,5.0,10.0
134,5,14,0.7378,2.7346,0,6.0,60.0,12.0,5.0,10.0
135,5,15,0.6724,3.3445,0,6.0,60.0,12.0,5.0,10.0
136,5,16,0.6159,3.1101,0,6.0,60.0,12.0,5.0,10.0
137,5,17,0.4178,2.419,0,6.0,60.0,12.0,5.0,10.0
138,5,18,0.5218,1.9245,1,6.0,60.0,12.0,5.0,10.0
139,5,19,0.4305,0.9775,1,6.0,60.0,12.0,5.0,10.0
140,5,20,0.4616,0.0,1,6.0,60.0,12.0,5.0,10.0
141,5,21,0.4099,0.0,1,6.0,60.0,12.0,5.0,10.0
142,5,22,0.4236,0.0,1,6.0,60.0,12.0,5.0,10.0
143,5,23,0.3259,0.0,1,6.0,60.0,12.0,5.0,10.0
144,6,0,0.3681,0.0,1,6.0,60.0,12.0,5.0,10.0
145,6,1,0.3643,0.0,1,6.0,60.0,12.0,5.0,10.0
146,6,2,0.3922,0.0,1,6.0,60.0,12.0,5.0,10.0
147,6,3,0.3531,0.0,1,6.0,60.0,12.0,5.0,10.0
148,6,4,0.3837,0.0,1,6.0,60.0,12.0,5.0,10.0
149,6,5,0.5155,0.0,1,6.0,60.0,12.0,5.0,10.0
150,6,6,0.4888,0.0,1,6.0,60.0,12.0,5.0,10.0
151,6,7,0.5038,0.9459,0,6.0,60.0,12.0,5.0,10.0
152,6,8,0.664,1.1781,0,6.0,60.0,12.0,5.0,10.0
153,6,9,0.6106,2.2003,0,6.0,60.0,12.0,5.0,10.0
154,6,10,0.6952,2.7708,0,6.0,60.0,12.0,5.0,10.0
155,6,11,0.5943,3.3361,0,6.0,60.0,12.0,5.0,10.0
156,6,12,0.6695,4.6651,0,6.0,60.0,12.0,5.0,10.0
157,6,13,0.7154,0.7769,0,6.0,60.0,12.0,5.0,10.0
158,6,14,0.6043,3.5171,0,6.0,60.0,12.0,5.0,10.0
159,6,15,0.5911,3.2025,0,6.0,60.0,12.0,5.0,10.0
160,6,16,0.5474,2.6238,0,6.0,60.0,12.0,5.0,10.0
161,6,17,0.5039,2.7999,0,6.0,60.0,12.0,5.0,10.0
162,6,18,0.5102,1.6113,1,6.0,60.0,12.0,5.0,10.0
163,6,19,0.5246,0.9842,1,6.0,60.0,12.0,5.0,10.0
164,6,20,0.4153,0.0,1,6.0,60.0,12.0,5.0,10.0
165,6,21,0.3576,0.0,1,6.0,60.0,12.0,5.0,10.0
166,6,22,0.3629,0.0,1,6.0,60.0,12.0,5.0,10.0
167,6,23,0.3374,0.0,1,6.0,60.0,12.0,5.0,10.0
168,7,0,0.2492,0.0,1,6.0,60.0,12.0,5.0,10.0
169,7,1,0.3583,0.0,1,6.0,60.0,12.0,5.0,10.0
170,7,2,0.4108,0.0,1,6.0,60.0,12.0,5.0,10.0
171,7,3,0.3885,0.0,1,6.0,60.0,12.0,5.0,10.0
172,7,4,0.4537,0.0,1,6.0,60.0,12.0,5.0,10.0
173,7,5,0.4253,0.0,1,6.0,60.0,12.0,5.0,10.0
174,7,6,0.3989,0.0,1,6.0,60.0,12.0,5.0,10.0
175,7,7,0.5057,0.9579,0,6.0,60.0,12.0,5.0,10.0
176,7,8,0.5235,1.8848,0,6.0,60.0,12.0,5.0,10.0
177,7,9,0.6009,2.9403,0,6.0,60.0,12.0,5.0,10.0
178,7,10,0.6901,2.4533,0,6.0,60.0,12.0,5.0,10.0
179,7,11,0.6777,4.1772,0,6.0,60.0,12.0,5.0,10.0
180,7,12,0.5853,4.7193,0,6.0,60.0,12.0,5.0,10.0
181,7,13,0.7367,4.5079,0,6.0,60.0,12.0,5.0,10.0
182,7,14,0.5348,3.4298,0,6.0,60.0,12.0,5.0,10.0
183,7,15,0.5361,3.189,0,6.0,60.0,12.0,5.0,10.0
184,7,16,0.6171,3.226,0,6.0,60.0,12.0,5.0,10.0
185,7,17,0.5607,2.118,0,6.0,60.0,12.0,5.0,10.0
186,7,18,0.4696,2.0635,1,6.0,60.0,12.0,5.0,10.0
187,7,19,0.4695,0.6378,1,6.0,60.0,12.0,5.0,10.0
188,7,20,0.4548,0.0,1,6.0,60.0,12.0,5.0,10.0
189,7,21,0.4469,0.0,1,6.0,60.0,12.0,5.0,10.0
190,7,22,0.3887,0.0,1,6.0,60.0,12.0,5.0,10.0
191,7,23,0.3389,0.0,1,6.0,60.0,12.0,5.0,10.0
192,8,0,0.3615,0.0,1,6.0,60.0,12.0,5.0,10.0
193,8,1,0.3827,0.0,1,6.0,60.0,12.0,5.0,10.0
194,8,2,0.3356,0.0,1,6.0,60.0,12.0,5.0,10.0
195,8,3,0.352,0.0,1,6.0,60.0,12.0,5.0,10.0
196,8,4,0.464,0.0,1,6.0,60.0,12.0,5.0,10.0
197,8,5,0.4444,0.0,1,6.0,60.0,12.0,5.0,10.0
198,8,6,0.513,0.0,1,6.0,60.0,12.0,5.0,10.0
199,8,7,0.5437,0.9004,0,6.0,60.0,12.0,5.0,10.0
200,8,8,0.4786,1.9446,0,6.0,60.0,12.0,5.0,10.0
201,8,9,0.5911,1.8994,0,6.0,60.0,12.0,5.0,10.0
202,8,10,0.6427,2.611,0,6.0,60.0,12.0,5.0,10.0
203,8,11,0.5806,3.8347,0,6.0,60.0,12.0,5.0,10.0
204,8,12,0.5927,3.5708,0,6.0,60.0,12.0,5.0,10.0
205,8,13,0.5687,2.6424,0,6.0,60.0,12.0,5.0,10.0
206,8,14,0.6279,1.9906,0,6.0,60.0,12.0,5.0,10.0
207,8,15,0.707,3.1988,0,6.0,60.0,12.0,5.0,10.0
208,8,16,0.5983,3.404,0,6.0,60.0,12.0,5.0,10.0
209,8,17,0.5156,2.4237,0,6.0,60.0,12.0,5.0,10.0
210,8,18,0.5673,1.794,1,6.0,60.0,12.0,5.0,10.0
211,8,19,0.4629,0.8993,1,6.0,60.0,12.0,5.0,10.0
212,8,20,0.4535,0.0,1,6.0,60.0,12.0,5.0,10.0
213,8,21,0.3755,0.0,1,6.0,60.0,12.0,5.0,10.0
214,8,22,0.3462,0.0,1,6.0,60.0,12.0,5.0,10.0
215,8,23,0.3783,0.0,1,6.0,60.0,12.0,5.0,10.0
216,9,0,0.4057,0.0,1,6.0,60.0,12.0,5.0,10.0
217,9,1,0.2867,0.0,1,6.0,60.0,12.0,5.0,10.0
218,9,2,0.3756,0.0,1,6.0,60.0,12.0,5.0,10.0
219,9,3,0.4011,0.0,1,6.0,60.0,12.0,5.0,10.0
220,9,4,0.4242,0.0,1,6.0,60.0,12.0,5.0,10.0
221,9,5,0.4569,0.0,1,6.0,60.0,12.0,5.0,10.0
222,9,6,0.5531,0.0,1,6.0,60.0,12.0,5.0,10.0
223,9,7,0.5574,0.8092,0,6.0,60.0,12.0,5.0,10.0
224,9,8,0.4824,1.2214,0,6.0,60.0,12.0,5.0,10.0
225,9,9,0.6499,2.0946,0,6.0,60.0,12.0,5.0,10.0
226,9,10,0.5744,2.9886,0,6.0,60.0,12.0,5.0,10.0
227,9,11,0.5779,2.1465,0,6.0,60.0,12.0,5.0,10.0
228,9,12,0.5966,4.4577,0,6.0,60.0,12.0,5.0,10.0
229,9,13,0.5973,3.235,0,6.0,60.0,12.0,5.0,10.0
230,9,14,0.5849,3.9058,0,6.0,60.0,12.0,5.0,10.0
231,9,15,0.641,4.3796,0,6.0,60.0,12.0,5.0,10.0
232,9,16,0.5202,2.9494,0,6.0,60.0,12.0,5.0,10.0
233,9,17,0.5346,2.3929,0,6.0,60.0,12.0,5.0,10.0
234,9,18,0.4259,2.0132,1,6.0,60.0,12.0,5.0,10.0
235,9,19,0.4547,0.538,1,6.0,60.0,12.0,5.0,10.0
236,9,20,0.4301,0.0,1,6.0,60.0,12.0,5.0,10.0
237,9,21,0.4026,0.0,1,6.0,60.0,12.0,5.0,10.0
238,9,22,0.3795,0.0,1,6.0,60.0,12.0,5.0,10.0
239,9,23,0.3665,0.0,1,6.0,60.0,12.0,5.0,10.0
240,10,0,0.351,0.0,1,6.0,60.0,12.0,5.0,10.0
241,10,1,0.3241,0.0,1,6.0,60.0,12.0,5.0,10.0
242,10,2,0.3392,0.0,1,6.0,60.0,12.0,5.0,10.0
243,10,3,0.4327,0.0,1,6.0,60.0,12.0,5.0,10.0
244,10,4,0.432,0.0,1,6.0,60.0,12.0,5.0,10.0
245,10,5,0.4242,0.0,1,6.0,60.0,12.0,5.0,10.0
246,10,6,0.498,0.0,1,6.0,60.0,12.0,5.0,10.0
247,10,7,0.6165,0.9807,0,6.0,60.0,12.0,5.0,10.0
248,10,8,0.5862,0.7621,0,6.0,60.0,12.0,5.0,10.0
249,10,9,0.6368,2.3654,0,6.0,60.0,12.0,5.0,10.0
250,10,10,0.6256,2.1491,0,6.0,60.0,12.0,5.0,10.0
251,10,11,0.6037,3.6017,0,6.0,60.0,12.0,5.0,10.0
252,10,12,0.6098,3.5002,0,6.0,60.0,12.0,5.0,10.0
253,10,13,0.6799,4.4438,0,6.0,60.0,12.0,5.0,10.0
254,10,14,0.642,4.4029,0,6.0,60.0,12.0,5.0,10.0
255,10,15,0.6027,2.4592,0,6.0,60.0,12.0,5.0,10.0
256,10,16,0.5439,2.0291,0,6.0,60.0,12.0,5.0,10.0
257,10,17,0.606,2.0896,0,6.0,60.0,12.0,5.0,10.0
258,10,18,0.5511,1.4156,1,6.0,60.0,12.0,5.0,10.0
259,10,19,0.458,0.7966,1,6.0,60.0,12.0,5.0,10.0
260,10,20,0.4457,0.0,1,6.0,60.0,12.0,5.0,10.0
261,10,21,0.3872,0.0,1,6.0,60.0,12.0,5.0,10.0
262,10,22,0.3955,0.0,1,6.0,60.0,12.0,5.0,10.0
263,10,23,0.347,0.0,1,6.0,60.0,12.0,5.0,10.0
264,11,0,0.3545,0.0,1,6.0,60.0,12.0,5.0,10.0
265,11,1,0.3528,0.0,1,6.0,60.0,12.0,5.0,10.0
266,11,2,0.3438,0.0,1,6.0,60.0,12.0,5.0,10.0
267,11,3,0.3529,0.0,1,6.0,60.0,12.0,5.0,10.0
268,11,4,0.4444,0.0,1,6.0,60.0,12.0,5.0,10.0
269,11,5,0.5307,0.0,1,6.0,60.0,12.0,5.0,10.0
270,11,6,0.5474,0.0,1,6.0,60.0,12.0,5.0,10.0
271,11,7,0.5638,0.7275,0,6.0,60.0,12.0,5.0,10.0
272,11,8,0.7038,1.4318,0,6.0,60.0,12.0,5.0,10.0
273,11,9,0.5461,2.3293,0,6.0,60.0,12.0,5.0,10.0
274,11,10,0.5551,2.915,0,6.0,60.0,12.0,5.0,10.0
275,11,11,0.585,2.7298,0,6.0,60.0,12.0,5.0,10.0
276,11,12,0.6087,3.3249,0,6.0,60.0,12.0,5.0,10.0
277,11,13,0.6525,2.5451,0,6.0,60.0,12.0,5.0,10.0
278,11,14,0.6023,3.2145,0,6.0,60.0,12.0,5.0,10.0
279,11,15,0.5962,2.4738,0,6.0,60.0,12.0,5.0,10.0
280,11,16,0.513,2.5482,0,6.0,60.0,12.0,5.0,10.0
281,11,17,0.581,1.8652,0,6.0,60.0,12.0,5.0,10.0
282,11,18,0.5963,1.9999,1,6.0,60.0,12.0,5.0,10.0
283,11,19,0.4815,0.4607,1,6.0,60.0,12.0,5.0,10.0
284,11,20,0.4071,0.0,1,6.0,60.0,12.0,5.0,10.0
285,11,21,0.3828,0.0,1,6.0,60.0,12.0,5.0,10.0
286,11,22,0.3356,0.0,1,6.0,60.0,12.0,5.0,10.0
287,11,23,0.3783,0.0,1,6.0,60.0,12.0,5.0,10.0
288,12,0,0.3612,0.0,1,6.0,60.0,12.0,5.0,10.0
289,12,1,0.2943,0.0,1,6.0,60.0,12.0,5.0,10.0
290,12,2,0.3877,0.0,1,6.0,60.0,12.0,5.0,10.0
291,12,3,0.3966,0.0,1,6.0,60.0,12.0,5.0,10.0
292,12,4,0.4315,0.0,1,6.0,60.0,12.0,5.0,10.0
293,12,5,0.4398,0.0,1,6.0,60.0,12.0,5.0,10.0
294,12,6,0.4929,0.0,1,6.0,60.0,12.0,5.0,10.0
295,12,7,0.5229,1.0759,0,6.0,60.0,12.0,5.0,10.0
296,12,8,0.6248,1.9079,0,6.0,60.0,12.0,5.0,10.0
297,12,9,0.5669,2.9305,0,6.0,60.0,12.0,5.0,10.0
298,12,10,0.5846,3.1294,0,6.0,60.0,12.0,5.0,10.0
299,12,11,0.731,2.4193,0,6.0,60.0,12.0,5.0,10.0
300,12,12,0.6274,4.6456,0,6.0,60.0,12.0,5.0,10.0
301,12,13,0.5797,4.2648,0,6.0,60.0,12.0,5.0,10.0
302,12,14,0.5203,3.7917,0,6.0,60.0,12.0,5.0,10.0
303,12,15,0.6169,4.0356,0,6.0,60.0,12.0,5.0,10.0
304,12,16,0.5773,2.233,0,6.0,60.0,12.0,5.0,10.0
305,12,17,0.5667,1.4556,0,6.0,60.0,12.0,5.0,10.0
306,12,18,0.4749,1.7436,1,6.0,60.0,12.0,5.0,10.0
307,12,19,0.4847,0.4944,1,6.0,60.0,12.0,5.0,10.0
308,12,20,0.4286,0.0,1,6.0,60.0,12.0,5.0,10.0
309,12,21,0.3492,0.0,1,6.0,60.0,12.0,5.0,10.0
310,12,22,0.4304,0.0,1,6.0,60.0,12.0,5.0,10.0
311,12,23,0.3635,0.0,1,6.0,60.0,12.0,5.0,10.0
312,13,0,0.3834,0.0,1,6.0,60.0,12.0,5.0,10.0
313,13,1,0.3095,0.0,1,6.0,60.0,12.0,5.0,10.0
314,13,2,0.324,0.0,1,6.0,60.0,12.0,5.0,10.0
315,13,3,0.3792,0.0,1,6.0,60.0,12.0,5.0,10.0
316,13,4,0.425,0.0,1,6.0,60.0,12.0,5.0,10.0
317,13,5,0.4556,0.0,1,6.0,60.0,12.0,5.0,10.0
318,13,6,0.5405,0.0,1,6.0,60.0,12.0,5.0,10.0
319,13,7,0.5526,0.8015,0,6.0,60.0,12.0,5.0,10.0
320,13,8,0.5128,1.9373,0,6.0,60.0,12.0,5.0,10.0
321,13,9,0.5412,1.8831,0,6.0,60.0,12.0,5.0,10.0
322,13,10,0.5914,3.006,0,6.0,60.0,12.0,5.0,10.0
323,13,11,0.595,3.9387,0,6.0,60.0,12.0,5.0,10.0
324,13,12,0.6127,2.8033,0,6.0,60.0,12.0,5.0,10.0
325,13,13,0.6999,4.053,0,6.0,60.0,12.0,5.0,10.0
326,13,14,0.6109,2.5544,0,6.0,60.0,12.0,5.0,10.0
327,13,15,0.5429,4.3395,0,6.0,60.0,12.0,5.0,10.0
328,13,16,0.5806,2.3393,0,6.0,60.0,12.0,5.0,10.0
329,13,17,0.5925,2.3847,0,6.0,60.0,12.0,5.0,10.0
330,13,18,0.5185,1.3073,1,6.0,60.0,12.0,5.0,10.0
331,13,19,0.435,0.7079,1,6.0,60.0,12.0,5.0,10.0
332,13,20,0.298,0.0,1,6.0,60.0,12.0,5.0,10.0
333,13,21,0.3168,0.0,1,6.0,60.0,12.0,5.0,10.0
334,13,22,0.4509,0.0,1,6.0,60.0,12.0,5.0,10.0
335,13,23,0.3603,0.0,1,6.0,60.0,12.0,5.0,10.0
336,14,0,0.3395,0.0,1,6.0,60.0,12.0,5.0,10.0
337,14,1,0.3749,0.0,1,6.0,60.0,12.0,5.0,10.0
338,14,2,0.413,0.0,1,6.0,60.0,12.0,5.0,10.0
339,14,3,0.3917,0.0,1,6.0,60.0,12.0,5.0,10.0
340,14,4,0.4094,0.0,1,6.0,60.0,12.0,5.0,10.0
341,14,5,0.4999,0.0,1,6.0,60.0,12.0,5.0,10.0
342,14,6,0.5856,0.0,1,6.0,60.0,12.0,5.0,10.0
343,14,7,0.5754,0.5685,0,6.0,60.0,12.0,5.0,10.0
344,14,8,0.5934,1.8329,0,6.0,60.0,12.0,5.0,10.0
345,14,9,0.5314,2.9186,0,6.0,60.0,12.0,5.0,10.0
346,14,10,0.6463,2.0924,0,6.0,60.0,12.0,5.0,10.0
347,14,11,0.5706,2.9002,0,6.0,60.0,12.0,5.0,10.0
348,14,12,0.5972,4.4066,0,6.0,60.0,12.0,5.0,10.0
349,14,13,0.6349,3.8202,0,6.0,60.0,12.0,5.0,10.0
350,14,14,0.6047,3.7961,0,6.0,60.0,12.0,5.0,10.0
351,14,15,0.6522,3.9378,0,6.0,60.0,12.0,5.0,10.0
352,14,16,0.622,2.1891,0,6.0,60.0,12.0,5.0,10.0
353,14,17,0.5701,1.7567,0,6.0,60.0,12.0,5.0,10.0
354,14,18,0.4261,1.2014,1,6.0,60.0,12.0,5.0,10.0
355,14,19,0.4457,0.9009,1,6.0,60.0,12.0,5.0,10.0
356,14,20,0.3879,0.0,1,6.0,60.0,12.0,5.0,10.0
357,14,21,0.401,0.0,1,6.0,60.0,12.0,5.0,10.0
358,14,22,0.3773,0.0,1,6.0,60.0,12.0,5.0,10.0
359,14,23,0.3297,0.0,1,6.0,60.0,12.0,5.0,10.0
360,15,0,0.3717,0.0,1,6.0,60.0,12.0,5.0,10.0
361,15,1,0.335,0.0,1,6.0,60.0,12.0,5.0,10.0
362,15,2,0.3279,0.0,1,6.0,60.0,12.0,5.0,10.0
363,15,3,0.434,0.0,1,6.0,60.0,12.0,5.0,10.0
364,15,4,0.3806,0.0,1,6.0,60.0,12.0,5.0,10.0
365,15,5,0.4615,0.0,1,6.0,60.0,12.0,5.0,10.0
366,15,6,0.58,0.0,1,6.0,60.0,12.0,5.0,10.0
367,15,7,0.5173,0.3744,0,6.0,60.0,12.0,5.0,10.0
368,15,8,0.4691,2.0833,0,6.0,60.0,12.0,5.0,10.0
